C47,Cap 100nF,TopLayer,603,116.967,88.3412,90,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0.1UF 16V 10% 0603
C48,Cap 100nF,TopLayer,603,115.7732,102.0064,270,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0.1UF 16V 10% 0603
C49,Cap 100nF,TopLayer,603,100.9762,103.9368,180,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0.1UF 16V 10% 0603
C50,Cap 100nF,TopLayer,603,97.6122,88.327,270,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0.1UF 16V 10% 0603
C51,Cap 2.2¶ÃF,TopLayer,603,102.3732,105.2068,360,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT CGA 0603 16V 2.2uF X5R 10% AEC-Q200
C52,Cap 2.2¶ÃF,TopLayer,603,117.8052,99.1728,270,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT CGA 0603 16V 2.2uF X5R 10% AEC-Q200
C53,Cap 4.7¶ÃF,TopLayer,603,108.6754,72.6186,180,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0603 4.7uF 25V X5R 20%
C54,Cap 100nF,BottomLayer,603,107.5294,84.0486,180,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0.1UF 16V 10% 0603
C55,Cap 10¶ÃF,TopLayer,603,108.6754,73.9648,360,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 10UF 25V 10% 0603
C56,Cap 100nF,TopLayer,603,108.6866,75.2856,360,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0.1UF 16V 10% 0603
C60,Cap 4.7¶ÃF,TopLayer,603,124.079,98.8314,270,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0603 4.7uF 25V X5R 20%
C61,Cap 10nF,TopLayer,603,122.047,95.4024,0,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0.01UF 25V 5% 0603 C0G
D4,TDZ3V0J,TopLayer,SOD323F,121.7422,92.7608,0,Zener Diode 3V
FB3,"Ferrite Bead, 20Ohm@100MHz",TopLayer,BEADC2012X110N,104.8766,73.914,180,WE-CBA SMT EMI Suppression Ferrite Bead 
OSC1,16MHz,TopLayer,SMD/SMT_3.2X2.5,108.6612,79.6798,90,±Í◊º ±÷”’Òµ¥∆˜ SMD XTAL OSC 16MHZ +/-50PPM -40~105C 250TR
R41,Res 10K¶∏ °¿1%,BottomLayer,603,107.4794,82.6516,180,Resistor
R42,Res 1K¶∏ °¿1%,TopLayer,603,108.6732,76.6318,180,Resistor
R46,Res 5K¶∏ °¿1%,TopLayer,603,123.444,96.6216,180,Resistor
R47,Res 145K¶∏ °¿1%,TopLayer,603,121.9454,97.917,180,Resistor
U1,STM32F767VIT6,TopLayer,LQFP-100,107.5182,94.2848,90,ARM MCU 32-BITS
R24,Res 22¶∏ °¿1%,TopLayer,603,118.745,73.9394,180,Resistor
R23,Res 2.2K¶∏ °¿1%,TopLayer,603,126.7206,76.7334,360,Resistor
R22,Res 2.2K¶∏ °¿1%,TopLayer,603,119.7102,71.6678,90,Resistor
R21,Res 2.2K¶∏ °¿1%,TopLayer,603,122.4571,74.7813,90,Resistor
U4,LT1016,TopLayer,SOIC 8-Lead,127.1311,73.0795,360,Ultra Fast Precision Comparator
C22,Cap 200p,TopLayer,603,122.4788,71.3232,90,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0603 200pF 100volts C0G 2%
C21,Cap 820p,TopLayer,603,117.8814,71.6424,90,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0603 820pF 100volts X7R 5%
C28,Cap 100nF,BottomLayer,603,130.7338,67.9958,90,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0.1UF 16V 10% 0603
C30,Cap 22u,BottomLayer,603,126.9492,73.914,180,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 22UF 10V 20% 0603
U6,LT1117IST-5#PBF,BottomLayer,SOT-223,126.2126,68.5546,90,800mA Low Dropout Positive Regulators Fixed 5V
C29,Cap 10¶ÃF,BottomLayer,603,126.0856,62.1284,180,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 10UF 25V 10% 0603
C32,Cap 10nF,BottomLayer,603,126.0602,63.4746,180,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0.01UF 25V 5% 0603 C0G
C34,Cap 33pF,TopLayer,603,132.461,92.0242,270,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0603 33pF 50volts C0G 5%
C33,Cap 0~200pF,TopLayer,603,129.8084,89.7382,180,Do not place
C35,Cap 0~200pF,TopLayer,603,129.8194,94.361,360,Do not place
R25,Res 1¶∏ °¿1%,TopLayer,603,132.0546,102.8446,90,Resistor
C27,Cap Var,TopLayer,JZ400HV,129.6416,85.2932,360,"Trimmer Capacitors - Ceramic Dielectric, 8 pF to 40 pF, 350 V"
L03,Inductor 220 nH,TopLayer,603,131.8768,75.9968,90,Chip Coils Inductor
C26,Cap 300pF,TopLayer,603,129.8084,88.138,180,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0603 300pF 50volts C0G 2%
C25,Cap 100pF,TopLayer,603,130.7084,92.0242,270,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0201 100pF 50volts C0G +/-2%
C23,Cap Var,TopLayer,JZ400HV,129.8702,98.8568,360,"Trimmer Capacitors - Ceramic Dielectric, 8 pF to 40 pF, 350 V"
C24,Cap 100pF,TopLayer,603,129.8194,96.012,360,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0201 100pF 50volts C0G +/-2%
C1,Cap 22¶ÃF,BottomLayer,805,106.5022,64.897,360,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0805 35VDC 22uF 20% X5R 1.25mm
C2,Cap 2.2nF,BottomLayer,402,106.5102,66.2686,180,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0402 2200pF 50volts X7R 10%
C4,Cap 47¶ÃF,BottomLayer,805,108.712,68.3768,270,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0805 10V 47uF X5R 20% T: 1.25mm
C5,Cap 47¶ÃF,BottomLayer,805,110.6678,68.3768,270,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0805 10V 47uF X5R 20% T: 1.25mm
C6,Cap 47¶ÃF,BottomLayer,805,113.1062,68.4276,270,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0805 10V 47uF X5R 20% T: 1.25mm
C20,Cap 100nF,TopLayer,603,122.9868,102.7176,180,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 100nF+/-10% 50V X7R 1608
C37,Cap 2.2¶ÃF,BottomLayer,603,97.22,99.2632,180,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT CGA 0603 16V 2.2uF X5R 10% AEC-Q200
C38,Cap 2.2¶ÃF,BottomLayer,603,98.0298,102.108,180,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT CGA 0603 16V 2.2uF X5R 10% AEC-Q200
C39,Cap 100nF,BottomLayer,603,91.6448,104.3432,360,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0.1UF 16V 10% 0603
C40,Cap 2.2¶ÃF,BottomLayer,603,87.4268,101.7778,360,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT CGA 0603 16V 2.2uF X5R 10% AEC-Q200
D3,LED-Green,TopLayer,805,94.7674,85.8266,90,"Green LEDs, 2V 20mA 570 nm"
FB1,"Ferrite Bead, 20Ohm@100MHz",BottomLayer,BEADC2012X110N,112.2816,71.4502,360,WE-CBA SMT EMI Suppression Ferrite Bead 
L1,Inductor 4.7 ¶ÃH,BottomLayer,XGL4030,107.4674,72.8472,180,Coilcraft Shielded Power Inductors
L2,Inductor 22 ¶ÃH,BottomLayer,805,97.8154,100.6856,360,Multilayer Chip Ferrite Large Current Inductor
R1,Res 14.7K¶∏ °¿1%,BottomLayer,402,103.8606,69.342,90,Resistor
R2,Res 4.7K¶∏ °¿1%,BottomLayer,402,102.5144,67.1508,90,Resistor
R6,Res 100K¶∏ °¿1%,BottomLayer,603,93.3704,96.52,90,Resistor
R7,Res 1K¶∏ °¿1%,TopLayer,603,94.7674,82.4738,90,Resistor
R13,Res 12.7K¶∏ °¿1%,TopLayer,603,122.9868,103.9368,0,Resistor
U3,CH9143,BottomLayer,QFN28_4X4,92.5825,100.788,270,Bluetooth-LowEnergy & UART & USB Mutual Transport
U5,TPS62912RPUR,BottomLayer,VQFN-HR 1mm,106.1657,68.2117,270,"3-V to 17-V, 2-A/3-A Low Noise and Low Ripple Buck Converter with Integrated Ferrite Bead Filter Compensation"
Y1,32MHz,BottomLayer,SMD2016-4N,87.4522,99.7458,270,Quartz Crystal Units YSX211SL 32MHZ-10PF-10PPM
Y2,32.768KHz,BottomLayer,FC-135,95.6326,104.648,180,Crystal Oscillator FC-135 32.768000KHZ-12.5PF-20PPM
Y4,6.78MHz,TopLayer,HC49/4HSMX,123.2408,80.7466,180,Industry standard SMD crystal HC49/4HSMX 6.780MHZ-20PF-30PPM
C7,Cap 1.3nF,TopLayer,402,94.502,69.1646,90,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0402 1.3nF 50VDC X7R 5%
C8,Cap 1¶ÃF,TopLayer,603,93.091,70.3072,90,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0603 1uF 25V X6S 10%
C9,Cap 10¶ÃF,TopLayer,603,97.7646,69.8246,90,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 10UF 25V 10% 0603
ANT1,Ceramic Antenna,BottomLayer,ANTC5020,81.28,103.9622,180,"2.4GHz Antenna - 2.4GHz, 5GHz, Bluetooth, WiFi, WLAN, Zigbee"
C11,Cap 100nF,TopLayer,402,96.6356,69.1058,90,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0402 100nF 10VDC X5R 5%
R8,Res 360K¶∏ °¿1%,TopLayer,402,97.6008,72.3062,270,Resistor
R9,Res 56K¶∏ °¿1%,TopLayer,402,97.3582,73.7108,360,Resistor
R10,Res 42.2K¶∏ °¿1%,TopLayer,402,96.0373,73.787,270,Resistor
R11,Res 47K¶∏ °¿1%,TopLayer,402,95.0214,74.3124,270,Resistor
R12,Res 147K¶∏ °¿1%,TopLayer,402,93.2066,73.6524,270,Resistor
R14,Res 2.2K¶∏ °¿1%,TopLayer,402,95.772,69.1058,90,Resistor
R15,Res 34K¶∏ °¿1%,TopLayer,402,94.121,73.6524,270,Resistor
U7,LM73100RPWR,TopLayer,VQFN-HR-10_2X2_TEX,95.4164,71.3624,270,"2.7 - 23 V, 5.5 A Integrated Ideal Diode with Input Reverse Polarity and Overvoltage Protection"
R91,"Ferrite Bead, 20Ohm@100MHz",TopLayer,BEADC2012X110N,119.4054,62.103,180,WE-CBA SMT EMI Suppression Ferrite Bead 
R92,"Ferrite Bead, 20Ohm@100MHz",TopLayer,BEADC2012X110N,116.1796,62.103,180,WE-CBA SMT EMI Suppression Ferrite Bead 
C10,Cap 47nF,TopLayer,603,122.9614,101.1936,180,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 47nF+/-10% 50V X7R 1608
C3,Cap 470nF,BottomLayer,603,103.886,67.0052,90,∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT 0603 0.47uF 6.3volts X5R 10%
C36,Cap 100nF,BottomLayer,1210,126.8984,76.454,0,"∂‡≤„Ã’¥…µÁ»›∆˜MLCC - SMD/SMT MLCC,1210,C0G,50V,0.1uF,2.5mm"
