U2,CH340E,BottomLayer,CH340E,3234.74,3093.315,360,USB-UART Converter
U1,STM32F767VIT6,TopLayer,STM32F767VIT6,3646,3723,90,Imported
RESET,Button,TopLayer,K2-1107ST-A4SW-06,3326,3177.5,90,
S2,Button,TopLayer,K2-1107ST-A4SW-06,3141,3513.5,270,
S1,Button,TopLayer,K2-1107ST-A4SW-06,2981,3513.5,270,
R51,Res,BottomLayer,J1-0603,3136.472,3538,180,Resistor
R50,Res,BottomLayer,J1-0603,3136.472,3588,360,Resistor
R49,Res,BottomLayer,J1-0603,2973.559,3540.5,360,Resistor
R48,Res,BottomLayer,J1-0603,2973.559,3593,180,Resistor
R47,Res,TopLayer,J1-0603,4086,3108,180,Resistor
R46,Res,TopLayer,J1-0603,4031,3187.528,90,Resistor
R45,Res,TopLayer,J1-0603,3981.472,3108,180,Resistor
R44,Res,BottomLayer,J1-0603,3090,3359,360,Resistor
R43,Res,BottomLayer,J1-0603,3410.528,3548,360,Resistor
R42,Res,TopLayer,J1-0603,3691.472,3028,180,Resistor
R41,Res,BottomLayer,J1-0603,3316.472,3218,180,Resistor
OSC1,16MHz,TopLayer,OSC_3.2X2.5,3691,3148,90,OSC with disable function
J2,Header 4,TopLayer,HDR1X4,2957,3968,90,"Header, 4-Pin"
J1,JTAG Header,TopLayer,HDR2X4,3141,3968,90,"Header, 4-Pin, Dual row"
FB1,120Ohm@100MHz,TopLayer,L0805,3554,2922,180,CBW201209U121T
D3,LED-Green,TopLayer,D0805,3131,3233,90,
D2,TDZ3V0J,TopLayer,SOD-323,4067,3273,180,Zener Diode 3V
D1,LED,TopLayer,D0805,3211,3233,90,UWB_TX_LED
USB,MicroUSB,BottomLayer,USB_Micro-AB,2998,2537.5,360,USB
C63,GRM188R61A226ME15D,BottomLayer,1608[0603],3133.559,3488,180,Capacitor (Semiconductor SIM Model)
C62,GRM188R61A226ME15D,BottomLayer,1608[0603],2973.559,3488,360,Capacitor (Semiconductor SIM Model)
C61,Cap Semi,TopLayer,1608[0603],4058.559,3333,180,Capacitor (Semiconductor SIM Model)
C60,Cap Ceramic,TopLayer,C0805,4031,2998,270,
C59,GRM188R61A226ME15D,BottomLayer,1608[0603],3233.441,2972,180,Capacitor (Semiconductor SIM Model)
C58,GRM188R61A226ME15D,BottomLayer,1608[0603],4091,3460.441,270,Capacitor (Semiconductor SIM Model)
C57,GRM188R61A226ME15D,BottomLayer,1608[0603],4141,3460.441,270,Capacitor (Semiconductor SIM Model)
C56,GRM188R61A226ME15D,TopLayer,1608[0603],3692,2975,360,Capacitor (Semiconductor SIM Model)
C55,GRM188R61A226ME15D,TopLayer,1608[0603],3691.559,2923,360,Capacitor (Semiconductor SIM Model)
C54,GRM188R61A226ME15D,BottomLayer,1608[0603],3318.441,3273,180,Capacitor (Semiconductor SIM Model)
C53,GRM188R61A226ME15D,TopLayer,1608[0603],3691,2846,180,Capacitor (Semiconductor SIM Model)
C52,GRM188R61A226ME15D,TopLayer,1608[0603],4051,3915.441,270,Capacitor (Semiconductor SIM Model)
C51,GRM188R61A226ME15D,TopLayer,1608[0603],3443.441,4153,360,Capacitor (Semiconductor SIM Model)
C50,GRM188R61A226ME15D,TopLayer,1608[0603],3256,3488.441,270,Capacitor (Semiconductor SIM Model)
C49,GRM188R61A226ME15D,TopLayer,1608[0603],3388.441,4103,180,Capacitor (Semiconductor SIM Model)
C48,GRM188R61A226ME15D,TopLayer,1608[0603],4101,3970.559,90,Capacitor (Semiconductor SIM Model)
C47,GRM188R61A226ME15D,TopLayer,1608[0603],4041,3500.559,90,Capacitor (Semiconductor SIM Model)
C46,GRM188R61A226ME15D,TopLayer,1608[0603],3563.559,3248,360,Capacitor (Semiconductor SIM Model)
C45,GRM188R61A226ME15D,TopLayer,1608[0603],3818.441,3213,180,Capacitor (Semiconductor SIM Model)
C44,GRM188R61A226ME15D,TopLayer,1608[0603],3751,3328,360,Capacitor (Semiconductor SIM Model)
C43,GRM188R61A226ME15D,TopLayer,1608[0603],3751,3278,360,Capacitor (Semiconductor SIM Model)
C42,GRM188R61A226ME15D,TopLayer,1608[0603],3818.441,3163,180,Capacitor (Semiconductor SIM Model)
C41,GRM188R61A226ME15D,TopLayer,1608[0603],3518.559,3303,360,Capacitor (Semiconductor SIM Model)
